Month & Year,order_id,orderDate,customer_id,Resturant_ID,Fooditem,quantity,deliver_status,payment_method
April_Sales_2023,256459,16-Apr-23,25,214,2152,10,Delivered,UPI
April_Sales_2023,256467,16-Apr-23,25,217,2165,9,Delivered,UPI
April_Sales_2023,256472,16-Apr-23,25,213,2149,5,Delivered,UPI
April_Sales_2023,256480,16-Apr-23,25,217,2164,9,Delivered,UPI
April_Sales_2023,256532,18-Apr-23,25,213,2150,5,Delivered,UPI
April_Sales_2023,256594,22-Apr-23,25,214,2155,1,Delivered,UPI
April_Sales_2023,256618,23-Apr-23,25,213,2150,5,Delivered,UPI
April_Sales_2023,256621,23-Apr-23,25,214,2151,3,Delivered,UPI
April_Sales_2023,256635,25-Apr-23,25,213,2149,6,Delivered,UPI
April_Sales_2023,256714,29-Apr-23,25,213,2150,2,Delivered,UPI
April_Sales_2023,256715,30-Apr-23,25,217,2167,7,Delivered,UPI
April_Sales_2023,256748,30-Apr-23,25,217,2166,4,Delivered,UPI
April_Sales_2023,256751,30-Apr-23,25,213,2149,5,Delivered,UPI
April_Sales_2023,256754,30-Apr-23,25,217,2165,2,Delivered,UPI
April_Sales_2023,256759,30-Apr-23,25,213,2149,1,Delivered,UPI
February_Sales_2023,254667,2-Feb-23,25,214,2155,6,Delivered,UPI
February_Sales_2023,254670,2-Feb-23,25,213,2148,5,Delivered,UPI
February_Sales_2023,254746,4-Feb-23,25,213,2149,5,Delivered,UPI
February_Sales_2023,254769,4-Feb-23,25,216,2161,6,Delivered,UPI
February_Sales_2023,254800,5-Feb-23,25,214,2154,5,Delivered,UPI
February_Sales_2023,254802,5-Feb-23,25,217,2164,6,Delivered,UPI
February_Sales_2023,254812,5-Feb-23,25,214,2154,8,Delivered,UPI
February_Sales_2023,254840,7-Feb-23,25,214,2155,2,Delivered,UPI
February_Sales_2023,254842,7-Feb-23,25,214,2155,1,Delivered,UPI
February_Sales_2023,254851,7-Feb-23,25,217,2164,7,Delivered,UPI
February_Sales_2023,254872,8-Feb-23,25,217,2165,1,Delivered,UPI
February_Sales_2023,254873,8-Feb-23,25,213,2150,2,Delivered,UPI
February_Sales_2023,254879,8-Feb-23,25,217,2165,8,Delivered,UPI
February_Sales_2023,254918,10-Feb-23,25,213,2148,5,Delivered,UPI
February_Sales_2023,254941,11-Feb-23,25,214,2154,8,Delivered,UPI
February_Sales_2023,254944,11-Feb-23,25,217,2164,6,Delivered,UPI
February_Sales_2023,254946,11-Feb-23,25,214,2154,3,Delivered,UPI
February_Sales_2023,254965,12-Feb-23,25,214,2153,8,Delivered,UPI
February_Sales_2023,254971,12-Feb-23,25,213,2150,4,Delivered,UPI
February_Sales_2023,254978,12-Feb-23,25,217,2166,5,Delivered,UPI
February_Sales_2023,254990,12-Feb-23,25,217,2164,1,Delivered,UPI
February_Sales_2023,254994,13-Feb-23,25,216,2163,3,Delivered,UPI
February_Sales_2023,255014,14-Feb-23,25,214,2154,3,Delivered,UPI
February_Sales_2023,255016,14-Feb-23,25,216,2163,10,Delivered,UPI
February_Sales_2023,255032,15-Feb-23,25,214,2155,8,Delivered,UPI
February_Sales_2023,255156,18-Feb-23,25,216,2161,3,Delivered,UPI
February_Sales_2023,255184,19-Feb-23,25,214,2155,5,Delivered,UPI
February_Sales_2023,255185,19-Feb-23,25,213,2148,6,Delivered,UPI
February_Sales_2023,255205,19-Feb-23,25,214,2154,9,Delivered,UPI
February_Sales_2023,255232,21-Feb-23,25,213,2149,5,Delivered,UPI
February_Sales_2023,255235,21-Feb-23,25,213,2149,2,Delivered,UPI
February_Sales_2023,255240,21-Feb-23,25,214,2154,10,Delivered,UPI
February_Sales_2023,255243,21-Feb-23,25,216,2163,8,Delivered,UPI
February_Sales_2023,255251,21-Feb-23,25,213,2148,2,Delivered,UPI
February_Sales_2023,255274,24-Feb-23,25,216,2162,10,Delivered,UPI
February_Sales_2023,255314,25-Feb-23,25,214,2154,9,Delivered,UPI
February_Sales_2023,255330,25-Feb-23,25,213,2149,3,Delivered,UPI
January_Sales_2023,254011,2-Jan-23,25,213,2148,4,Delivered,UPI
January_Sales_2023,254016,2-Jan-23,25,217,2165,10,Delivered,UPI
January_Sales_2023,254080,5-Jan-23,25,217,2167,5,Delivered,UPI
January_Sales_2023,254087,5-Jan-23,25,214,2151,4,Delivered,UPI
January_Sales_2023,254097,5-Jan-23,25,213,2149,7,Delivered,UPI
January_Sales_2023,254101,6-Jan-23,25,214,2152,3,Delivered,UPI
January_Sales_2023,254160,10-Jan-23,25,216,2163,1,Delivered,UPI
January_Sales_2023,254162,11-Jan-23,25,213,2148,7,Delivered,UPI
January_Sales_2023,254233,15-Jan-23,25,213,2149,4,Delivered,UPI
January_Sales_2023,254239,15-Jan-23,25,214,2151,4,Delivered,UPI
January_Sales_2023,254247,15-Jan-23,25,216,2160,3,Delivered,UPI
January_Sales_2023,254265,16-Jan-23,25,214,2155,8,Delivered,UPI
January_Sales_2023,254276,16-Jan-23,25,214,2152,10,Delivered,UPI
January_Sales_2023,254284,16-Jan-23,25,217,2165,9,Delivered,UPI
January_Sales_2023,254289,16-Jan-23,25,213,2149,5,Delivered,UPI
January_Sales_2023,254297,16-Jan-23,25,217,2164,9,Delivered,UPI
January_Sales_2023,254349,18-Jan-23,25,213,2150,5,Delivered,UPI
January_Sales_2023,254411,22-Jan-23,25,214,2155,1,Delivered,UPI
January_Sales_2023,254435,23-Jan-23,25,213,2150,5,Delivered,UPI
January_Sales_2023,254438,23-Jan-23,25,214,2151,3,Delivered,UPI
January_Sales_2023,254452,25-Jan-23,25,213,2149,6,Delivered,UPI
January_Sales_2023,254456,25-Jan-23,25,216,2162,6,Delivered,UPI
January_Sales_2023,254531,29-Jan-23,25,213,2150,2,Delivered,UPI
January_Sales_2023,254532,30-Jan-23,25,217,2167,7,Delivered,UPI
January_Sales_2023,254565,30-Jan-23,25,217,2166,4,Delivered,UPI
January_Sales_2023,254568,30-Jan-23,25,213,2149,5,Delivered,UPI
January_Sales_2023,254571,30-Jan-23,25,217,2165,2,Delivered,UPI
January_Sales_2023,254576,30-Jan-23,25,213,2149,1,Delivered,UPI
January_Sales_2023,254600,31-Jan-23,25,214,2154,6,Delivered,UPI
January_Sales_2023,254606,31-Jan-23,25,216,2163,2,Delivered,UPI
January_Sales_2023,254611,31-Jan-23,25,213,2150,3,Delivered,UPI
January_Sales_2023,254612,31-Jan-23,25,214,2154,6,Delivered,UPI
March_Sales_2023,255425,1-Mar-23,25,213,2150,10,Delivered,UPI
March_Sales_2023,255429,1-Mar-23,25,213,2148,7,Delivered,UPI
March_Sales_2023,255488,4-Mar-23,25,214,2153,3,Delivered,UPI
March_Sales_2023,255509,4-Mar-23,25,214,2154,10,Delivered,UPI
March_Sales_2023,255521,5-Mar-23,25,214,2154,3,Delivered,UPI
March_Sales_2023,255544,5-Mar-23,25,214,2152,9,Delivered,UPI
March_Sales_2023,255564,7-Mar-23,25,216,2160,2,Delivered,UPI
March_Sales_2023,255570,7-Mar-23,25,213,2149,8,Delivered,UPI
March_Sales_2023,255601,9-Mar-23,25,214,2152,3,Delivered,UPI
March_Sales_2023,255608,9-Mar-23,25,216,2161,1,Delivered,UPI
March_Sales_2023,255615,9-Mar-23,25,214,2154,9,Delivered,UPI
March_Sales_2023,255623,9-Mar-23,25,214,2151,9,Delivered,UPI
March_Sales_2023,255675,13-Mar-23,25,213,2149,1,Delivered,UPI
March_Sales_2023,255719,14-Mar-23,25,216,2161,1,Delivered,UPI
March_Sales_2023,255743,15-Mar-23,25,214,2151,2,Delivered,UPI
March_Sales_2023,255782,16-Mar-23,25,217,2164,1,Delivered,UPI
March_Sales_2023,255798,17-Mar-23,25,216,2160,8,Delivered,UPI
March_Sales_2023,255816,17-Mar-23,25,217,2164,3,Delivered,UPI
March_Sales_2023,255836,19-Mar-23,25,214,2152,2,Delivered,UPI
March_Sales_2023,255866,20-Mar-23,25,214,2155,6,Delivered,UPI
March_Sales_2023,255869,21-Mar-23,25,213,2149,8,Delivered,UPI
March_Sales_2023,255948,22-Mar-23,25,216,2161,7,Delivered,UPI
March_Sales_2023,255968,23-Mar-23,25,213,2150,10,Delivered,UPI
March_Sales_2023,255971,23-Mar-23,25,217,2165,2,Delivered,UPI
March_Sales_2023,255978,23-Mar-23,25,217,2165,2,Delivered,UPI
March_Sales_2023,255990,24-Mar-23,25,213,2149,2,Delivered,UPI
March_Sales_2023,256010,25-Mar-23,25,213,2149,7,Delivered,UPI
March_Sales_2023,256070,28-Mar-23,25,214,2153,7,Delivered,UPI
March_Sales_2023,256112,29-Mar-23,25,213,2148,8,Delivered,UPI
March_Sales_2023,256133,30-Mar-23,25,216,2163,10,Delivered,UPI
March_Sales_2023,256136,30-Mar-23,25,213,2149,2,Delivered,UPI
March_Sales_2023,256170,30-Mar-23,25,214,2152,6,Delivered,UPI
March_Sales_2023,256183,31-Mar-23,25,214,2151,8,Delivered,UPI
April_Sales_2023,256187,1-Apr-23,4,213,2149,2,Delivered,UPI
April_Sales_2023,256196,2-Apr-23,4,213,2150,5,Delivered,UPI
April_Sales_2023,256198,2-Apr-23,4,212,2147,9,Delivered,UPI
April_Sales_2023,256200,2-Apr-23,4,212,2145,1,Delivered,UPI
April_Sales_2023,256221,3-Apr-23,4,211,2142,4,Delivered,UPI
April_Sales_2023,256256,4-Apr-23,4,211,2142,5,Delivered,UPI
April_Sales_2023,256277,5-Apr-23,4,212,2145,5,Delivered,UPI
April_Sales_2023,256283,6-Apr-23,4,213,2148,10,Delivered,UPI
April_Sales_2023,256294,8-Apr-23,4,217,2165,7,Delivered,UPI
April_Sales_2023,256341,10-Apr-23,4,211,2141,8,Delivered,UPI
April_Sales_2023,256355,13-Apr-23,4,211,2142,5,Delivered,UPI
April_Sales_2023,256364,14-Apr-23,4,212,2147,5,Delivered,UPI
April_Sales_2023,256381,14-Apr-23,4,217,2165,9,Delivered,UPI
April_Sales_2023,256383,14-Apr-23,4,214,2151,10,Delivered,UPI
April_Sales_2023,256387,14-Apr-23,4,211,2141,2,Delivered,UPI
April_Sales_2023,256400,14-Apr-23,4,212,2145,1,Delivered,UPI
April_Sales_2023,256401,14-Apr-23,4,213,2148,4,Delivered,UPI
April_Sales_2023,256402,14-Apr-23,4,214,2153,5,Delivered,UPI
April_Sales_2023,256408,15-Apr-23,4,217,2167,2,Delivered,UPI
April_Sales_2023,256414,15-Apr-23,4,212,2147,5,Delivered,UPI
April_Sales_2023,256469,16-Apr-23,4,214,2154,1,Delivered,UPI
April_Sales_2023,256473,16-Apr-23,4,217,2164,3,Delivered,UPI
April_Sales_2023,256481,16-Apr-23,4,213,2150,2,Delivered,UPI
April_Sales_2023,256483,16-Apr-23,4,212,2147,10,Delivered,UPI
April_Sales_2023,256507,17-Apr-23,4,211,2141,5,Delivered,UPI
April_Sales_2023,256509,17-Apr-23,4,214,2153,10,Delivered,UPI
April_Sales_2023,256521,18-Apr-23,4,216,2161,1,Delivered,UPI
April_Sales_2023,256527,18-Apr-23,4,214,2155,5,Delivered,UPI
April_Sales_2023,256540,18-Apr-23,4,212,2147,10,Delivered,UPI
April_Sales_2023,256542,18-Apr-23,4,217,2165,5,Delivered,UPI
April_Sales_2023,256544,18-Apr-23,4,211,2141,7,Delivered,UPI
April_Sales_2023,256551,18-Apr-23,4,214,2151,4,Delivered,UPI
April_Sales_2023,256570,20-Apr-23,4,217,2165,2,Delivered,UPI
April_Sales_2023,256590,22-Apr-23,4,212,2147,8,Delivered,UPI
April_Sales_2023,256616,22-Apr-23,4,212,2147,3,Delivered,UPI
April_Sales_2023,256625,23-Apr-23,4,217,2165,3,Delivered,UPI
April_Sales_2023,256627,23-Apr-23,4,211,2141,5,Delivered,UPI
April_Sales_2023,256658,25-Apr-23,4,214,2155,2,Delivered,UPI
April_Sales_2023,256659,25-Apr-23,4,212,2145,1,Delivered,UPI
April_Sales_2023,256679,27-Apr-23,4,213,2149,3,Delivered,UPI
April_Sales_2023,256703,29-Apr-23,4,214,2151,6,Delivered,UPI
April_Sales_2023,256712,29-Apr-23,4,214,2154,10,Delivered,UPI
April_Sales_2023,256739,30-Apr-23,4,212,2147,7,Delivered,UPI
April_Sales_2023,256761,30-Apr-23,4,214,2155,10,Delivered,UPI
February_Sales_2023,254628,1-Feb-23,4,212,2147,9,Delivered,UPI
February_Sales_2023,254631,1-Feb-23,4,212,2145,2,Delivered,UPI
February_Sales_2023,254651,2-Feb-23,4,212,2145,3,Delivered,UPI
February_Sales_2023,254657,2-Feb-23,4,211,2141,4,Delivered,UPI
February_Sales_2023,254679,2-Feb-23,4,212,2147,5,Delivered,UPI
February_Sales_2023,254684,2-Feb-23,4,213,2150,6,Delivered,UPI
February_Sales_2023,254687,2-Feb-23,4,214,2154,1,Delivered,UPI
February_Sales_2023,254692,2-Feb-23,4,214,2155,6,Delivered,UPI
February_Sales_2023,254725,3-Feb-23,4,212,2145,3,Delivered,UPI
February_Sales_2023,254736,3-Feb-23,4,211,2143,9,Delivered,UPI
February_Sales_2023,254738,3-Feb-23,4,214,2155,1,Delivered,UPI
February_Sales_2023,254748,4-Feb-23,4,211,2142,5,Delivered,UPI
February_Sales_2023,254780,5-Feb-23,4,212,2147,2,Delivered,UPI
February_Sales_2023,254789,5-Feb-23,4,217,2167,9,Delivered,UPI
February_Sales_2023,254794,5-Feb-23,4,213,2148,8,Delivered,UPI
February_Sales_2023,254820,6-Feb-23,4,212,2147,8,Delivered,UPI
February_Sales_2023,254835,7-Feb-23,4,212,2147,8,Delivered,UPI
February_Sales_2023,254845,7-Feb-23,4,211,2142,6,Delivered,UPI
February_Sales_2023,254876,8-Feb-23,4,211,2142,4,Delivered,UPI
February_Sales_2023,254880,8-Feb-23,4,212,2145,2,Delivered,UPI
February_Sales_2023,254881,8-Feb-23,4,211,2141,9,Delivered,UPI
February_Sales_2023,254906,9-Feb-23,4,212,2145,1,Delivered,UPI
February_Sales_2023,254923,10-Feb-23,4,211,2141,3,Delivered,UPI
February_Sales_2023,254943,11-Feb-23,4,216,2163,2,Delivered,UPI
February_Sales_2023,254961,11-Feb-23,4,211,2143,1,Delivered,UPI
